expression; size; sliced on; concrete slice; concrete size; concrete time (ns) ; sign slice; sign size;sign time ; parity slice; parity size; parity time 
(let ((fsbqc (begin 25 23 4)) (sf (begin 14 2 -12)) (pzdjam (/ 7 -22)) (k 14) (gkgi -27)) (if #f 22 29));19;-17;(let ((k 14)) '());3;200;(let ((k 14)) '());3;300;(let ((k 14)) '());3;100
(letrec* ((j 24) (fhgktd (/ (+ 2 17) -9)) (vvy 9) (nmujm 3)) -18);12;6;(letrec* ((vvy 9)) '());3;300;(letrec* ((vvy 9)) '());3;400;(letrec* ((vvy 9)) '());3;500
(letrec* ((gojni (begin -5 7)) (kyjnb (* (if #t -2 -19) -17)) (wnyvey (if #t -2 -21)) (xyo 26)) (begin (begin (let* () kyjnb) (set! wnyvey xyo) 11 -24) -22 (if (< wnyvey wnyvey) (if #t xyo -11) -1) wnyvey kyjnb (* 18 (- (+ 8 -1) wnyvey))));47;-10;(letrec* ((wnyvey (dummy 2)) (xyo 26)) (begin (begin (set! wnyvey xyo))));9;100;(letrec* ((wnyvey (dummy -2)) (xyo 26)) (begin (begin (set! wnyvey xyo))));9;100;(letrec* ((wnyvey (dummy 2)) (xyo 26)) (begin (begin (set! wnyvey xyo))));9;200
(let* ((ape (if #f 1 -28)) (tosm (if (= 20 15) (if (< 30 17) 8 (- 28 29)) -17)) (tcty 22) (nnlqx -22) (wpdnn -12)) 20);25;-25;(let* ((ape (if #f 1 -28))) '());6;200;(let* ((ape (if #f 1 -28))) '());6;200;(let* ((ape (if #f 1 -28))) '());6;100
(let ((d (- -28 (begin -27 10))) (v -25) (ynhke -13) (fvw (* -13 12)) (wlbomn (/ 25 -10)) (jqhikh -25)) 18);19;-12;(let ((d (- -28 (begin 10)))) '());7;100;(let ((d (- -28 (begin 10)))) '());7;400;(let ((d (- -28 (begin 10)))) '());7;600
(let* ((tk -12)) (begin 27 (+ 8 (+ 25 tk)) (if #f tk -12) (set! tk tk) tk));18;-10;(let* ((tk -12)) (begin (set! tk tk)));5;200;(let* ((tk -12)) (begin (set! tk tk)));5;100;(let* ((tk -12)) (begin (set! tk tk)));5;300
(letrec* ((kll (+ 18 (* 1 (begin -17 8)))) (twigqq 25) (zwvhbz (begin 3 24)) (egzc (if #f 11 10)) (tuao 27)) (if (= twigqq (+ (* kll (/ zwvhbz tuao)) (+ (/ egzc 9) (+ 21 -30)))) (/ (* (- tuao (* -7 twigqq)) zwvhbz) 11) (begin (set! kll (begin (set! zwvhbz kll) (+ (- 30 2) -2))) (set! egzc 4) -11 kll)));71;-12;(letrec* ((kll (+ 18 (* 1 (begin 8)))) (twigqq 25) (zwvhbz (begin 24)) (egzc (if #f 11 10)) (tuao 27)) (if (= twigqq (+ (* kll (/ zwvhbz tuao)) (+ (/ egzc 9) (+ 21 -30)))) '() (begin (set! kll (begin (+ (- 30 2) -2))))));51;100;(letrec* ((kll (+ 18 (* 1 (begin 8)))) (twigqq 25) (zwvhbz (begin 24)) (egzc (if #f 11 10)) (tuao 27)) (if (= twigqq (+ (* kll (/ zwvhbz tuao)) (+ (/ egzc 9) (+ 21 -30)))) '() (begin (set! kll (begin (+ (- 30 2) -2))))));51;500;(letrec* ((kll (+ 18 (* 1 (begin 8)))) (twigqq 25) (zwvhbz (begin 24)) (egzc (if #f 11 10)) (tuao 27)) '());18;200
(let* ((uuqi -19) (chhns (if (= 20 -19) (let* ((ekf -17)) ekf) 9)) (tofvdo -13) (nx -9) (zi -14) (qp 28)) (if #t (begin qp (set! tofvdo tofvdo) (* tofvdo (+ zi -10)) (/ (* zi zi) chhns)) (+ 16 (* 26 (+ 11 chhns)))));45;-26;(let* ((chhns (if (= 20 -19) (let* ((ekf -17)) ekf) 9)) (tofvdo -13) (zi -14)) (if #t (begin (set! tofvdo tofvdo)) '()));18;100;(let* ((chhns (if (= 20 -19) (let* ((ekf -17)) ekf) 9)) (tofvdo -13) (zi -14)) (if #t (begin (set! tofvdo tofvdo)) '()));18;600;(let* ((chhns (if (= 20 -19) (let* ((ekf -17)) ekf) 9)) (zi -14)) '());12;100
(let ((jpjlu 29) (ky -7) (iewhh (if #f (- -15 -26) 24)) (pcgib (- 19 8)) (thedyr -17)) (- (* (- 28 (* jpjlu -10)) ky) (* (if #f (begin (+ (+ ky 8) (+ -5 23)) -27 17) 26) (begin (set! thedyr (if #t (* (+ -4 11) 26) 21)) iewhh -26))));59;14;(let ((jpjlu 29) (ky -7) (thedyr -17)) (- (* (- 28 (* jpjlu -10)) ky) (* (if #f (begin 17) 26) (begin (set! thedyr (if #t (* (+ -4 11) 26) 21)) -26))));36;300;(let ((jpjlu 29) (ky -7) (thedyr -17)) (- (* (- 28 (* jpjlu -10)) ky) (* (if #f (begin 17) 26) (begin (set! thedyr (if #t (* (+ -4 11) 26) 21)) -26))));36;200;(let ((jpjlu 29) (ky -7) (thedyr -17)) (- (* (- 28 (* jpjlu -10)) ky) (* (if #f (begin 17) 26) (begin (set! thedyr (if #t (* (+ -4 11) 26) 21)) -26))));36;100
(let* ((ura 28) (u 5)) u);4;12;(let* ((ura 28)) '());3;200;(let* ((ura 28)) '());3;100;(let* ((ura 28)) '());3;100
(letrec* ((v 23) (jf -3) (g (begin -5 26)) (jfjea (letrec* () -13)) (xw -25) (gxxy 14)) (begin 19 (set! jf 8) 30 (set! jfjea (- 11 v)) (* gxxy -12) g));25;1;(letrec* ((jf -3) (jfjea (letrec* () -13))) (begin (set! jf 8)));7;200;(letrec* ((jf -3) (jfjea (letrec* () -13))) (begin (set! jf 8)));7;500;(letrec* ((jf -3) (jfjea (letrec* () -13))) (begin (set! jf 8)));7;100
(letrec* ((rajcsp -24) (edscl (/ (* (+ 20 -17) -28) 9)) (qh -1) (euoeo -3) (sq 2)) -5);16;3;(letrec* ((euoeo -3)) '());3;100;(letrec* ((euoeo -3)) '());3;300;(letrec* ((euoeo -3)) '());3;100
(let* ((u (/ -1 2)) (uc (/ (let* ((zrucwr 20)) (/ -3 (+ 15 zrucwr))) 1)) (wmxiis (if #t -1 26)) (otblv (* 23 (/ 5 21))) (fwd (if #f 10 -23)) (cayn -1)) (if (< (+ 30 15) (+ uc -17)) (if (< 6 cayn) (+ (/ u (begin -27 -6)) u) 2) (let* ((vquzk (/ (+ 21 (- -18 13)) cayn)) (ii (* otblv 2)) (guaid wmxiis)) (if #t (if #f (if #f fwd -14) (if #t (* 21 u) cayn)) (/ (+ 3 (/ (/ 19 (/ (/ (- 25 (+ cayn 15)) 17) uc)) otblv)) ii)))));115;-15;(let* ((uc (/ (let* ((zrucwr 20)) (/ -3 (+ 15 zrucwr))) 1)) (otblv (* 23 (/ 5 21))) (cayn -1)) '());22;600;(let* ((uc (/ (let* ((zrucwr 20)) (/ -3 (+ 15 zrucwr))) 1)) (otblv (* 23 (/ 5 21))) (cayn -1)) '());22;300;(let* ((uc (/ (let* ((zrucwr 20)) (/ -3 (+ 15 zrucwr))) 1)) (otblv (* 23 (/ 5 21))) (cayn -1)) '());22;200
(let* ((tvvvy -25) (qc 27) (zpsfif (if (= -3 1) (let* () -13) (begin 6 -8))) (sbstbi (begin 21 -28)) (ksl 20) (hap 25)) (* (* (* 20 (/ (+ hap -8) sbstbi)) 22) (+ sbstbi -9)));37;-6;(let* ((tvvvy -25) (zpsfif (if (= -3 1) (let* () -13) (begin -8)))) '());12;200;(let* ((tvvvy -25) (zpsfif (if (= -3 1) (let* () -13) (begin -8)))) '());12;300;(let* ((tvvvy -25) (zpsfif (if (= -3 1) (let* () -13) (begin -8)))) '());12;200
(letrec* ((i 24) (qhdye (if #f 12 -28)) (lyr 25)) (begin (* (/ -16 (/ (- i 1) lyr)) i) (- -13 qhdye) (set! i (+ qhdye -12)) -13 17));32;-8;(letrec* ((qhdye (if #f 12 -28))) '());6;200;(letrec* ((qhdye (if #f 12 -28))) '());6;400;(letrec* ((qhdye (if #f 12 -28))) '());6;100
(let* ((mz (* -21 (let ((jwz -30)) -25))) (m (begin (begin 29 6) (- 6 -24) -15 -21)) (spbwh -23) (zhxyt (* (if #t 21 -11) -27)) (dpjjw (- 19 -12)) (v 20)) (if #f dpjjw (* (begin -6 -1) (/ (if #t (begin -2 mz) (begin (+ zhxyt (- -6 v)) 2)) (+ dpjjw (if (= 27 -28) (* 18 22) (- mz 1)))))));70;-30;(let* ((mz (* -21 (let ((jwz -30)) -25)))) '());8;200;(let* ((mz (* -21 (let ((jwz -30)) -25)))) '());8;900;(let* ((mz (* -21 (let ((jwz -30)) -25)))) '());8;100
(let* ((i (if #t (+ 9 8) -7)) (ztku 5) (hru -2)) i);11;-28;(let* ((hru -2)) '());3;300;(let* ((hru -2)) '());3;200;(let* ((hru -2)) '());3;200
(let ((gcn -13)) -16);3;-30;(let ((gcn -13)) '());3;500;(let ((gcn -13)) '());3;100;(let ((gcn -13)) '());3;300
(let* ((pswie 3) (c (if (< 6 -26) (if #f -19 (* -16 -22)) (if #t 29 -26))) (txrkw (/ 24 (+ -24 (* 21 -27)))) (fkwehy 13) (vbbinc -12) (td 1)) (if #t pswie (/ (/ txrkw pswie) (begin 18 (- -16 (+ fkwehy td)) -14))));50;-2;(let* ((vbbinc -12)) '());3;100;(let* ((vbbinc -12)) '());3;200;(let* ((vbbinc -12)) '());3;100
(let* ((h (/ -8 (+ (if #t 6 (letrec* () -15)) (begin 30 21 22)))) (whurtd (if #f -19 (begin 8 -22 -30))) (ujzvwc (letrec* ((mqolt 3)) (+ (+ 23 mqolt) mqolt))) (gsap 17) (ju (if #f -24 9)) (wqlip -9)) (if (< 6 (+ 20 7)) (begin (begin 4 whurtd) 5 (set! ju (* ju whurtd)) -2) whurtd));57;25;(let* ((h (/ -8 (+ (if #t 6 (letrec* () -15)) (begin 22)))) (whurtd (if #f -19 (begin -30))) (ujzvwc (letrec* ((mqolt 3)) (+ (+ 23 mqolt) mqolt))) (ju (dummy 1))) (if (< 6 (+ 20 7)) (begin (set! ju (* ju whurtd))) '()));45;200;(let* ((h (/ -8 (+ (if #t 6 (letrec* () -15)) (begin 22)))) (whurtd (if #f -19 (begin -30))) (ujzvwc (letrec* ((mqolt 3)) (+ (+ 23 mqolt) mqolt))) (ju (dummy 2))) (if (< 6 (+ 20 7)) (begin (set! ju (* ju whurtd))) '()));45;700;(let* ((h (/ -8 (+ (if #t 6 (letrec* () -15)) (begin 22)))) (whurtd (if #f -19 (begin -30))) (ujzvwc (letrec* ((mqolt 3)) (+ (+ 23 mqolt) mqolt))) (ju (dummy 1))) (if (< 6 (+ 20 7)) (begin (set! ju (* ju whurtd))) '()));45;400
(let ((w (- 11 (* (- (if #t -30 -10) 19) 28))) (ifdhl (* (let* () 12) (if #f -17 12))) (t (- (- 20 14) 16)) (xyy -21) (sxl -15)) (let* ((wwxi (- ifdhl -5)) (cwh (if #f (- 22 (/ 7 w)) (+ (- sxl (* (- (* ifdhl sxl) (- -28 -1)) (- -5 -28))) t))) (rkr sxl)) -1));69;26;(let ((ifdhl (* (let* () 12) (if #f -17 12))) (t (- (- 20 14) 16))) '());17;100;(let ((ifdhl (* (let* () 12) (if #f -17 12))) (t (- (- 20 14) 16))) '());17;300;(let ((ifdhl (* (let* () 12) (if #f -17 12))) (t (- (- 20 14) 16))) '());17;200
(let* ((smgk (if #f (let* ((e 15)) e) -11)) (der (begin -24 -14 0)) (kvy -26) (mi 0) (miznz 9)) (/ -12 (+ (/ -22 (+ -21 2)) kvy)));27;2;(let* ((smgk (if #f (let* ((e 15)) e) -11)) (kvy -26)) '());9;200;(let* ((smgk (if #f (let* ((e 15)) e) -11)) (kvy -26)) '());9;200;(let* ((smgk (if #f (let* ((e 15)) e) -11)) (kvy -26)) '());9;800
(let* ((wfok (let* ((pbk 14) (aygm (if #t -13 9)) (bjd 26)) -27)) (dphcyx (if (= 10 8) (begin (if #t 15 -3) 29 26) 17)) (r (+ (/ (* 3 -8) (if #t -4 -21)) (/ (+ 17 -3) -14))) (qzc (begin -4 16)) (qxnukb -15) (fqas -9)) (+ (/ -12 (+ qzc (- -22 (* qzc (+ -28 -22))))) (+ (* dphcyx (+ wfok -5)) (* -7 10))));77;14;(let* ((wfok (let* () -27)) (r (+ (/ (* 3 -8) (if #t -4 -21)) (/ (+ 17 -3) -14)))) '());23;200;(let* ((wfok (let* () -27)) (r (+ (/ (* 3 -8) (if #t -4 -21)) (/ (+ 17 -3) -14)))) '());23;200;(let* ((wfok (let* () -27)) (r (+ (/ (* 3 -8) (if #t -4 -21)) (/ (+ 17 -3) -14)))) '());23;200
(let* ((vk (* (* 13 -21) (if #f 3 (let* () -13)))) (shtai 21) (tvmnsp 18) (ele (* -21 -13)) (iomh 15)) (if (< -20 (/ (- 6 iomh) (/ iomh 17))) (- (* 5 vk) iomh) (+ (+ 11 4) ele)));47;-27;(let* ((vk (* (* 13 -21) (if #f 3 (let* () -13)))) (ele (* -21 -13)) (iomh 15)) '());18;400;(let* ((vk (* (* 13 -21) (if #f 3 (let* () -13)))) (ele (* -21 -13)) (iomh 15)) '());18;600;(let* ((vk (* (* 13 -21) (if #f 3 (let* () -13)))) (ele (* -21 -13)) (iomh 15)) '());18;200
(letrec* ((odvze (+ (if #t -15 30) -5)) (guo -2) (lqt 7)) (if (= (* (* 14 (+ (+ 10 lqt) 12)) 19) 16) (/ (- (begin (/ lqt (* 12 (- (- (/ 14 20) -24) (/ (- (* -2 -3) (/ 16 odvze)) (+ (/ -25 28) (- (/ (- 8 (* lqt 30)) -7) 13)))))) (set! guo -2) -7) (- (begin (set! guo (- odvze (* guo odvze))) 17) (if (< -20 lqt) (+ (* 4 lqt) 6) (- lqt guo)))) guo) guo));111;10;(letrec* ((odvze (+ (if #t -15 30) -5)) (guo -2) (lqt 7)) (if (= (* (* 14 (+ (+ 10 lqt) 12)) 19) 16) (/ (- (begin -7) (- (begin (set! guo (- odvze (* guo odvze))) 17) (if (< -20 lqt) (+ (* 4 lqt) 6) (- lqt guo)))) guo) '()));63;200;(letrec* ((odvze (+ (if #t -15 30) -5)) (guo -2) (lqt 7)) (if (= (* (* 14 (+ (+ 10 lqt) 12)) 19) 16) (/ (- (begin -7) (- (begin (set! guo (- odvze (* guo odvze))) 17) (if (< -20 lqt) (+ (* 4 lqt) 6) (- lqt guo)))) guo) '()));63;300;(letrec* ((odvze (+ (if #t -15 30) -5)) (guo -2) (lqt 7)) (if (= (* (* 14 (+ (+ 10 lqt) 12)) 19) 16) (/ (- (begin -7) (- (begin (set! guo (- odvze (* guo odvze))) 17) (if (< -20 lqt) (+ (* 4 lqt) 6) (- lqt guo)))) guo) '()));63;200
(let* ((rioo 26) (egbltu (/ -2 (- -13 23))) (sgvhmj -21) (ily 11)) 8);12;-7;(let* ((egbltu (/ -2 (- -13 23)))) '());9;200;(let* ((egbltu (/ -2 (- -13 23)))) '());9;500;(let* ((egbltu (/ -2 (- -13 23)))) '());9;200
(letrec* ((fxh 30) (yrx 14) (cj -27) (sw -28) (fvq 3) (dg -28)) (* -8 (+ (begin (* sw (* (+ (* 28 20) 2) sw)) (set! fxh (- fxh yrx)) 19) (/ (* 16 -3) sw))));39;-6;(letrec* ((fxh 30) (yrx 14) (sw -28)) (* -8 (+ (begin (set! fxh (- fxh yrx)) 19) (/ (* 16 -3) sw))));23;200;(letrec* ((fxh 30) (yrx 14) (sw -28)) (* -8 (+ (begin (set! fxh (- fxh yrx)) 19) (/ (* 16 -3) sw))));23;200;(letrec* ((fxh 30) (yrx 14) (sw -28)) (* -8 (+ (begin (set! fxh (- fxh yrx)) 19) (/ (* 16 -3) sw))));23;200
(let* ((d -21) (hw -29) (fzf (- 4 -22)) (b (/ 26 (if #f 2 -16))) (sdfshv (- 10 16)) (wai 30)) (- (/ (/ (* sdfshv (* (* (- (* 5 wai) -24) -9) (/ (/ 17 16) (+ -24 -2)))) sdfshv) wai) (* (+ (- (- wai -26) (- -14 26)) -24) (* (- (* (/ fzf (/ sdfshv -16)) 11) (- 15 18)) (+ (+ d (- (/ -5 -30) d)) -17)))));98;25;(let* ((hw -29)) '());3;300;(let* ((hw -29)) '());3;400;(let* ((hw -29)) '());3;300
